age,job_role,department,experience_years,company_type,work_mode,weekly_work_hours,overtime_hours,task_load_score,meeting_hours_per_week,schedule_flexibility,dependents_count,care_responsibility_hours,commute_time_minutes,work_life_balance_score,manager_support_score,team_support_score,mental_health_resources,gender_inclusive_policies,promotion_fairness_score,sleep_hours,stress_level,physical_activity_days,mental_health_days_taken,job_satisfaction,career_growth_score,skill_gap_score,ai_tool_usage_frequency,ai_assistance_type,training_hours_last_6_months,burnout_risk
52,Manager,HR,4,SME,Hybrid,57,6,10,0,10,3,1,53,7,2,8,0,1,3,8.6,9,2,8,4,7,1,1,None,43,1
40,Developer,HR,29,Startup,Hybrid,60,5,2,9,2,3,4,19,10,8,5,0,0,7,8.2,5,1,12,9,7,4,5,Learning,3,0
40,Analyst,HR,23,SME,Remote,38,0,7,17,5,1,16,109,1,1,8,1,1,9,7.7,3,7,1,9,10,5,1,None,38,0
43,Designer,Tech,6,SME,Hybrid,39,10,3,7,8,2,38,53,3,2,2,0,1,4,5.6,1,1,12,4,3,8,3,Scheduling,59,0
45,Manager,Operations,15,Startup,Hybrid,50,12,2,11,1,1,31,110,3,5,2,1,0,5,6.5,2,0,3,10,7,7,1,Scheduling,48,0
33,HR,HR,14,Startup,Onsite,63,11,6,4,10,1,28,65,3,6,4,0,1,8,8.6,4,3,9,3,3,2,0,Wellness,4,0
51,Analyst,Operations,22,Startup,Onsite,60,0,8,0,10,2,15,91,4,9,8,1,0,9,4.7,4,3,5,5,6,9,0,Scheduling,65,0
59,Manager,Finance,11,MNC,Onsite,58,14,8,7,4,1,0,17,1,6,2,0,0,5,6.5,5,3,8,6,8,3,7,Learning,44,1
52,HR,HR,28,SME,Onsite,40,0,2,4,5,3,11,43,2,8,4,1,1,5,5.8,9,4,1,10,8,9,0,None,59,0
57,Developer,HR,14,Startup,Hybrid,62,2,6,16,10,2,18,102,5,7,8,0,1,2,7.4,2,2,8,4,6,1,4,Scheduling,7,0
40,HR,Operations,28,MNC,Remote,30,14,5,14,3,2,8,47,6,1,3,0,1,9,7.2,2,0,8,1,2,9,5,Learning,49,0
57,Manager,HR,20,Startup,Onsite,50,8,7,3,2,1,6,114,9,2,8,0,0,6,6.8,5,7,0,7,1,7,2,Scheduling,35,1
51,Manager,HR,14,SME,Hybrid,52,13,4,12,3,2,29,34,2,4,2,1,1,5,5.4,2,3,11,5,3,2,0,Wellness,69,0
54,Developer,HR,13,MNC,Onsite,38,7,2,16,5,3,14,78,9,1,1,0,1,5,4.8,10,1,11,2,3,10,3,Scheduling,40,1
39,HR,Tech,15,SME,Hybrid,30,3,10,12,7,3,3,110,7,8,6,0,1,4,7.9,5,4,10,9,7,7,5,Scheduling,9,0
49,HR,Tech,14,Startup,Onsite,50,19,3,1,2,0,5,38,9,4,8,0,0,1,9,5,2,5,8,4,1,4,Learning,35,0
32,Developer,HR,3,Startup,Remote,51,19,9,3,7,0,37,103,4,7,9,0,0,6,4.8,7,3,11,10,2,3,7,None,67,1
54,HR,Tech,26,Startup,Onsite,33,5,10,1,6,0,34,102,7,7,10,0,1,1,4.4,4,4,5,7,2,7,3,Wellness,13,0
38,Developer,Finance,22,MNC,Remote,30,0,8,11,7,0,1,2,1,8,8,1,1,10,7.7,2,7,8,9,7,3,1,None,75,0
27,Analyst,HR,28,MNC,Onsite,39,17,9,18,7,1,4,18,8,9,2,1,1,2,5.7,8,6,5,10,8,2,7,None,16,0
25,Manager,Finance,8,MNC,Onsite,44,5,5,17,9,0,7,86,7,9,1,1,0,7,5.1,1,2,12,2,5,5,2,None,20,0
41,Analyst,Operations,6,MNC,Onsite,58,13,5,9,7,0,29,82,7,7,7,0,1,1,6.6,10,5,13,3,2,3,6,Wellness,76,1
48,Designer,Finance,3,Startup,Hybrid,34,10,7,4,6,0,18,17,2,9,7,1,1,8,7.4,1,5,1,9,3,9,4,Wellness,96,0
36,Designer,Operations,4,Startup,Hybrid,58,16,7,10,10,0,29,93,10,5,3,0,0,8,5.1,7,1,12,6,1,7,6,Learning,53,1
27,Designer,HR,4,Startup,Remote,56,8,1,0,8,1,30,102,9,10,6,1,0,7,9,4,6,7,2,10,1,1,Learning,12,0
35,Developer,Operations,10,MNC,Remote,54,6,5,2,7,0,15,82,8,4,7,1,1,7,5.6,3,4,0,6,4,1,1,Learning,47,0
32,HR,Operations,27,MNC,Hybrid,45,13,8,16,6,2,37,4,1,3,9,1,1,1,5.6,1,0,4,5,7,6,0,Wellness,44,0
30,Analyst,Finance,15,Startup,Remote,45,16,7,14,4,3,21,54,1,6,1,0,0,3,6.1,8,6,9,10,10,4,6,Wellness,8,1
47,Analyst,Finance,29,Startup,Remote,54,7,2,13,7,2,32,12,5,10,3,0,1,9,7.7,8,2,2,5,9,1,3,Scheduling,54,0
37,Analyst,Finance,3,MNC,Hybrid,30,15,8,14,8,1,21,33,2,9,5,0,0,5,8.4,4,4,10,5,3,9,7,None,49,0
26,Analyst,HR,1,SME,Hybrid,34,11,2,15,8,1,7,87,1,4,3,1,1,5,5.6,2,7,5,2,4,2,6,Learning,19,0
31,Designer,HR,2,Startup,Hybrid,49,11,10,3,4,1,36,17,10,2,8,0,1,7,4.6,4,4,13,6,6,1,1,Scheduling,39,1
24,Analyst,Finance,20,Startup,Hybrid,34,4,1,18,10,3,11,67,8,3,10,0,1,10,5.3,7,2,11,7,1,3,5,Wellness,0,0
34,HR,HR,5,Startup,Onsite,58,4,3,7,9,0,4,99,4,3,6,1,0,8,4.4,4,4,4,9,5,10,1,Scheduling,76,0
51,Designer,HR,17,MNC,Hybrid,63,13,3,5,3,1,24,71,2,2,2,1,1,6,7.2,3,4,11,5,10,1,1,Scheduling,85,0
27,Analyst,Operations,4,Startup,Remote,47,5,6,15,9,0,28,42,5,9,1,0,0,5,7.7,10,2,11,5,5,4,2,Wellness,76,0
38,Developer,Operations,8,Startup,Onsite,31,6,3,2,3,1,12,64,6,4,10,1,1,1,6.1,1,7,12,9,10,4,4,None,63,0
40,Manager,Finance,19,Startup,Onsite,45,16,7,7,7,3,25,40,8,3,5,0,0,10,8.8,9,6,12,6,9,6,6,Wellness,34,1
56,Manager,HR,27,Startup,Remote,58,8,8,4,4,2,21,37,7,10,9,1,1,10,7.6,5,1,9,7,9,3,6,Learning,64,0
47,Manager,Operations,25,Startup,Onsite,62,12,3,4,5,2,28,99,7,6,10,0,0,10,5.9,2,5,12,4,1,9,5,Scheduling,52,0
26,Designer,Tech,17,SME,Remote,45,8,9,11,3,3,11,37,1,8,9,0,0,9,4.5,6,0,12,4,3,6,5,Learning,96,1
50,Analyst,HR,18,SME,Onsite,64,15,1,0,2,0,27,12,3,8,1,1,1,6,6.5,2,2,13,1,4,7,5,Scheduling,60,0
58,Designer,Tech,2,Startup,Onsite,46,3,3,6,8,1,8,21,3,10,3,1,0,3,6.5,6,3,3,5,1,6,0,Scheduling,4,0
41,HR,Finance,8,Startup,Remote,33,1,3,10,7,2,9,28,7,6,6,0,1,10,6.8,9,4,2,2,9,9,4,Learning,93,0
42,Developer,HR,30,Startup,Remote,33,12,7,9,7,3,25,8,2,5,5,1,1,7,7.4,2,6,0,5,2,2,1,Scheduling,68,0
31,Developer,Finance,16,Startup,Remote,54,12,5,2,8,0,35,90,10,7,4,0,1,4,5.3,1,0,7,5,5,8,5,Wellness,88,0
26,Manager,Finance,22,MNC,Remote,62,18,4,7,1,2,39,109,7,3,2,1,0,3,4,7,0,10,4,3,5,2,Wellness,59,1
57,Manager,Finance,33,MNC,Hybrid,43,11,2,0,8,3,10,107,9,10,4,0,1,7,8.1,8,2,4,10,4,2,6,Scheduling,89,0
27,Manager,Finance,4,MNC,Hybrid,53,3,7,7,10,1,5,67,1,2,5,1,1,6,8.1,2,3,7,9,4,7,6,Scheduling,18,0
47,Analyst,Finance,14,SME,Remote,40,9,3,19,5,3,3,103,2,8,2,0,1,4,8.6,4,3,8,5,2,5,1,Wellness,75,0
25,HR,HR,2,Startup,Hybrid,54,15,7,10,8,0,26,16,6,9,10,1,0,10,8.8,8,1,12,6,2,8,6,None,56,0
56,HR,Tech,18,MNC,Remote,57,18,10,6,9,2,23,117,2,6,1,0,1,8,4.8,4,3,7,1,8,10,3,Scheduling,7,1
22,HR,HR,27,Startup,Remote,36,7,7,15,2,1,4,36,2,4,7,0,1,2,5.8,9,5,5,5,2,6,4,Wellness,73,1
45,HR,HR,2,Startup,Onsite,39,5,2,6,3,0,2,63,5,6,7,1,1,6,8.3,1,2,9,9,10,7,6,None,17,0
57,Manager,HR,3,SME,Remote,60,3,7,12,6,3,6,66,7,7,8,1,1,3,8.7,10,0,7,6,7,1,0,None,10,0
27,Developer,Operations,23,SME,Remote,48,6,6,9,9,2,23,3,4,8,10,0,0,8,4.1,7,0,4,9,1,2,2,Learning,61,0
52,Manager,Operations,30,MNC,Remote,47,13,10,16,10,2,21,39,6,3,6,0,1,8,5.9,3,3,8,4,1,9,4,None,29,0
41,HR,HR,10,MNC,Remote,35,12,4,2,10,0,11,15,3,6,1,1,1,1,4.6,10,4,5,2,10,7,1,Scheduling,4,1
45,Manager,Tech,0,SME,Onsite,57,4,5,6,8,1,34,10,4,10,8,1,1,2,7.9,3,6,1,9,3,7,7,None,87,0
46,HR,HR,8,SME,Remote,36,8,8,10,6,0,16,90,4,6,2,0,0,4,7.7,7,7,6,4,3,4,0,Learning,76,0
57,Designer,Finance,16,Startup,Onsite,41,2,5,12,5,2,2,25,4,10,3,0,1,1,7.8,6,7,13,2,9,4,2,Wellness,55,0
42,Developer,Operations,0,Startup,Remote,63,9,3,4,3,2,10,94,1,7,8,0,1,3,6,3,5,0,1,2,3,5,Learning,35,0
51,Designer,Operations,2,MNC,Onsite,54,14,2,18,4,2,5,97,4,4,4,1,1,4,6,2,6,9,2,4,10,7,Wellness,26,0
45,Analyst,HR,25,MNC,Hybrid,46,19,6,14,7,1,35,71,4,6,5,1,1,10,5.3,6,1,11,5,3,4,1,Scheduling,31,1
51,Manager,HR,30,SME,Onsite,62,16,6,0,7,2,16,102,6,2,9,0,1,3,5.8,10,3,14,3,7,10,1,Wellness,13,1
43,Analyst,Tech,25,MNC,Onsite,52,5,7,4,3,2,21,64,9,8,7,1,1,5,8.9,7,5,14,6,6,6,4,None,40,0
49,Manager,Tech,22,Startup,Remote,38,2,8,12,4,0,0,1,10,3,10,0,0,10,4.2,9,2,0,4,9,3,7,Wellness,65,1
28,Designer,Finance,29,SME,Onsite,35,17,4,9,3,2,2,118,6,9,7,0,0,7,5.6,9,1,11,2,8,10,1,None,3,1
56,HR,HR,9,Startup,Onsite,31,4,8,4,2,3,15,90,6,8,1,1,1,8,7.9,9,7,13,7,2,8,6,Learning,10,1
49,HR,HR,7,SME,Remote,38,12,1,0,6,0,34,44,7,6,1,1,0,8,5.9,10,5,14,6,3,1,1,Learning,47,0
35,Manager,HR,24,SME,Hybrid,32,0,6,9,7,2,13,42,7,10,8,1,0,2,8.7,1,7,14,8,1,6,2,Wellness,36,0
31,HR,Operations,21,Startup,Hybrid,45,16,6,17,4,0,6,2,1,2,10,0,0,1,5.7,4,3,7,10,8,2,1,Learning,12,0
37,Designer,Finance,14,MNC,Hybrid,54,2,3,7,5,0,25,33,8,8,1,1,1,6,8.2,4,1,14,5,2,1,3,Learning,72,0
37,HR,Tech,9,MNC,Onsite,53,18,9,19,8,3,30,79,1,6,10,1,1,1,8.1,10,4,11,3,4,4,7,Learning,41,1
52,Designer,Operations,19,MNC,Remote,58,19,5,2,9,0,23,64,9,1,2,1,0,6,4,8,2,4,4,2,6,3,None,26,1
46,Analyst,Operations,22,MNC,Hybrid,55,11,1,18,7,0,18,63,4,6,4,0,1,7,6,3,3,10,5,2,7,0,Wellness,65,0
34,Designer,Operations,0,Startup,Hybrid,64,7,7,18,10,1,36,6,9,5,9,0,0,9,5.4,1,0,9,5,3,1,5,None,46,0
27,Developer,Operations,1,SME,Hybrid,52,7,10,1,1,2,0,34,8,6,7,0,1,10,6.4,3,2,8,6,10,3,3,Wellness,90,1
30,Developer,Finance,18,Startup,Hybrid,33,14,3,16,3,1,24,21,9,1,7,1,0,10,6.3,6,4,13,9,5,6,6,None,75,0
57,Developer,HR,13,MNC,Remote,43,10,10,15,5,2,9,47,6,4,10,0,1,1,8.5,7,5,11,4,8,6,6,Scheduling,11,1
41,Manager,Tech,7,MNC,Hybrid,36,19,10,9,3,0,17,31,9,7,7,0,1,7,4.9,9,7,5,7,10,10,5,Scheduling,66,1
39,Manager,Tech,11,Startup,Onsite,37,0,4,15,1,2,0,25,4,5,5,0,0,4,4.9,5,4,14,7,2,6,3,Scheduling,25,0
42,Manager,Operations,25,SME,Onsite,48,15,6,4,2,0,28,119,3,6,1,1,1,9,4.5,5,0,12,6,5,7,4,None,78,1
25,Designer,Operations,26,Startup,Remote,31,13,8,19,8,2,12,5,3,2,5,0,1,4,7.7,3,6,0,1,4,7,3,Wellness,26,0
54,Manager,Finance,28,Startup,Hybrid,30,6,4,2,7,0,3,45,8,8,8,0,0,2,8.6,3,2,5,9,3,10,1,None,34,0
48,Analyst,Operations,14,Startup,Hybrid,42,5,9,2,10,2,11,54,2,10,7,0,1,1,5.8,9,3,12,6,10,8,4,Wellness,12,0
28,Developer,Tech,0,SME,Onsite,53,3,8,1,3,2,18,74,6,4,7,1,0,7,4.3,3,0,0,3,6,2,6,Scheduling,55,1
27,Designer,Tech,27,Startup,Remote,61,7,10,3,4,2,25,94,9,6,2,0,0,7,4.8,3,7,12,2,9,10,3,None,68,1
36,Developer,HR,2,Startup,Onsite,59,18,10,17,3,0,37,117,9,3,1,0,0,3,4.5,9,6,4,3,8,1,7,Wellness,42,1
39,Manager,HR,17,MNC,Remote,35,2,6,1,4,2,15,54,8,9,4,0,0,5,7,4,3,2,1,2,10,6,Wellness,80,0
53,Designer,Tech,33,Startup,Remote,62,3,7,5,8,0,24,84,8,8,8,1,1,10,5.4,6,1,11,3,1,7,1,Learning,82,0
32,HR,Tech,31,MNC,Remote,52,12,8,2,9,1,9,56,1,6,1,1,1,7,8.5,1,3,9,5,8,1,0,Wellness,83,0
41,Analyst,Finance,28,MNC,Onsite,39,1,2,2,7,2,36,114,7,9,2,0,0,8,4.8,2,1,9,4,5,2,6,Scheduling,58,0
45,Manager,Finance,24,MNC,Remote,44,10,5,1,9,3,27,85,1,10,7,0,1,9,8.7,3,3,8,10,2,1,4,None,86,0
36,Manager,Tech,25,SME,Onsite,52,15,7,2,9,3,27,62,9,9,5,0,1,10,5.7,2,7,0,1,10,1,1,Learning,11,0
28,Analyst,Operations,7,MNC,Onsite,30,9,8,16,7,0,24,0,3,2,6,1,1,10,8.3,10,1,5,5,1,3,4,Scheduling,95,1
42,Analyst,HR,18,Startup,Hybrid,37,14,5,13,7,3,24,20,1,9,8,1,1,1,8.7,3,2,13,3,8,4,0,None,28,0
47,HR,Tech,21,Startup,Onsite,32,9,3,6,8,0,11,108,8,8,9,1,0,9,8.9,5,7,2,10,8,5,7,None,4,0
35,Manager,Operations,28,MNC,Onsite,43,1,6,5,10,0,7,19,7,2,8,1,1,6,8,1,6,8,7,6,5,6,Learning,48,0
58,Manager,Tech,32,MNC,Hybrid,46,5,5,7,3,3,35,72,2,9,1,0,0,6,4.5,1,4,1,10,5,2,0,Scheduling,63,0
42,Developer,HR,34,Startup,Hybrid,63,13,8,18,8,3,38,90,7,5,4,0,0,7,4.3,7,2,11,8,5,3,4,None,42,1
39,Designer,HR,2,MNC,Hybrid,35,1,9,18,1,1,23,28,5,9,5,1,1,9,7.7,9,0,10,5,6,8,6,Learning,65,1
26,Designer,Finance,18,SME,Remote,34,9,9,11,6,0,22,42,7,3,9,1,1,7,8.5,9,2,6,10,5,2,6,None,5,0
24,Developer,Finance,9,MNC,Remote,58,16,6,4,2,3,36,96,10,4,6,1,1,7,4.8,7,2,8,8,2,4,1,None,84,1
44,Designer,Finance,26,SME,Hybrid,64,7,4,4,7,1,10,44,7,1,6,0,0,3,8.7,2,4,14,6,7,7,2,Scheduling,98,0
47,Analyst,Finance,14,SME,Remote,47,15,4,13,3,1,16,115,2,5,3,1,0,10,7.1,7,5,14,6,4,9,4,Scheduling,14,1
58,Designer,HR,10,SME,Hybrid,59,13,9,16,10,0,27,64,2,7,2,1,1,9,4.6,9,2,2,5,7,3,7,None,17,1
45,Designer,Operations,25,MNC,Remote,44,9,4,15,5,2,2,2,7,7,2,1,1,4,4.8,7,0,2,10,1,3,5,Wellness,48,0
40,Developer,Operations,23,SME,Onsite,44,12,8,3,10,3,1,95,3,6,7,1,0,6,4.3,2,2,2,6,6,7,6,None,46,0
46,HR,Operations,12,SME,Remote,45,0,9,7,2,3,28,19,4,6,5,1,0,7,4.7,7,2,0,1,2,8,2,Wellness,1,1
42,Designer,Tech,31,MNC,Remote,62,9,5,2,1,3,33,80,7,8,10,0,1,9,7.7,4,2,12,8,3,4,6,Scheduling,4,0
33,Designer,Finance,3,SME,Onsite,39,11,6,4,5,3,13,36,2,10,1,1,1,10,5.1,8,6,8,5,3,1,5,None,36,1
54,HR,Finance,12,MNC,Hybrid,48,16,3,6,9,3,32,37,2,9,5,1,1,3,6.8,3,7,8,8,10,5,1,None,5,0
25,Developer,HR,8,Startup,Remote,32,13,5,17,9,3,17,112,9,4,1,0,0,2,7.6,5,2,5,3,1,4,6,None,41,0
28,HR,HR,33,SME,Remote,33,4,5,7,7,1,28,73,1,4,9,1,0,2,8.5,3,4,8,10,5,8,5,Learning,50,0
43,Developer,Tech,6,MNC,Onsite,40,18,2,10,9,0,1,106,3,8,8,1,1,2,6.9,7,6,8,6,8,7,3,Learning,82,0
54,Analyst,Tech,0,Startup,Onsite,62,4,10,13,4,1,10,44,10,5,4,1,0,9,6.8,3,4,0,1,8,2,4,Scheduling,15,1
38,Developer,Operations,11,SME,Onsite,57,14,6,17,3,3,30,92,4,10,1,0,0,8,8.6,10,0,2,1,10,6,7,None,75,1
45,Analyst,HR,20,SME,Onsite,61,12,9,12,4,0,12,41,5,9,8,1,0,9,5.5,5,5,14,4,7,4,0,None,87,1
55,Analyst,Finance,10,MNC,Hybrid,45,16,7,5,7,3,25,45,3,6,5,0,1,9,5,1,0,2,10,7,7,5,Wellness,72,0
49,Developer,Operations,13,Startup,Remote,38,0,8,12,8,0,33,59,9,9,1,0,1,1,8.4,4,0,0,6,8,9,6,Learning,66,0
43,Manager,Finance,33,MNC,Remote,40,13,2,0,2,1,9,95,5,4,2,1,1,10,4.4,6,5,5,3,8,7,5,Scheduling,80,1
38,Developer,Operations,33,SME,Remote,35,3,9,10,5,0,11,12,7,1,5,0,0,10,4.9,2,2,3,5,5,2,7,Scheduling,29,1
55,Designer,Finance,24,SME,Remote,56,8,3,6,5,1,21,30,7,4,9,1,0,9,6.1,6,7,7,10,7,8,3,None,26,0
27,Designer,Tech,3,SME,Hybrid,41,16,10,9,9,3,30,67,9,9,10,0,1,1,5.8,10,5,5,4,2,6,1,None,87,1
27,Manager,Operations,25,SME,Remote,51,2,5,1,3,0,18,115,2,7,8,0,1,5,7.5,7,3,3,10,4,9,6,Learning,41,0
55,Analyst,Finance,15,Startup,Hybrid,50,12,7,15,6,2,23,61,3,6,10,0,0,4,4.5,8,6,4,3,6,7,6,Wellness,63,1
22,Manager,Finance,9,Startup,Hybrid,62,11,4,4,10,2,24,48,4,2,8,1,1,8,6.4,3,2,11,9,10,5,0,Learning,49,0
31,Designer,HR,1,MNC,Onsite,46,15,7,15,5,1,34,17,8,4,9,1,0,5,8,10,7,1,4,3,8,7,Scheduling,38,1
42,Manager,Operations,34,MNC,Onsite,58,3,8,15,2,1,7,74,1,1,2,0,1,9,7.4,3,3,9,10,2,7,4,Learning,6,0
26,Developer,Finance,18,MNC,Remote,39,17,10,14,2,1,4,105,9,3,7,1,1,1,7.2,5,0,11,7,1,1,1,Learning,72,1
23,Manager,HR,5,SME,Hybrid,47,2,10,8,4,1,21,52,5,2,10,0,1,8,5.2,3,2,0,5,4,5,4,Scheduling,15,1
43,Analyst,Finance,18,MNC,Onsite,42,16,4,0,4,3,27,17,4,4,5,1,0,6,6,9,5,11,7,2,7,6,Scheduling,55,1
23,Developer,Operations,7,Startup,Hybrid,56,0,5,8,7,2,11,50,8,4,3,0,1,1,4.9,7,5,6,5,3,10,3,Scheduling,10,1
31,HR,Tech,13,MNC,Onsite,39,18,3,10,1,1,32,40,9,9,10,1,1,2,6.5,5,6,9,3,10,7,6,None,8,0
55,Designer,Operations,9,MNC,Hybrid,61,3,5,4,6,0,15,100,3,7,8,0,1,4,6.9,5,7,11,6,6,3,4,Wellness,0,0
37,Designer,Operations,2,Startup,Remote,32,16,8,5,9,0,25,96,4,3,2,1,0,5,7.2,1,7,2,9,10,5,5,None,43,0
43,Manager,Finance,28,Startup,Remote,51,6,3,7,2,3,11,100,1,7,4,1,0,1,8.4,9,5,12,6,3,8,0,Learning,34,0
33,Developer,Finance,14,SME,Hybrid,56,1,5,14,5,1,22,66,3,8,5,1,1,10,4.3,2,7,2,4,3,9,6,Wellness,83,0
45,HR,Operations,22,Startup,Onsite,32,11,10,15,10,0,25,64,10,7,5,1,1,7,5.9,7,5,5,1,4,9,7,Learning,50,1
59,Developer,HR,22,Startup,Onsite,62,4,1,17,10,1,12,82,5,8,4,1,1,4,7,7,0,2,3,3,10,4,Learning,7,0
31,Designer,HR,17,MNC,Remote,31,15,2,11,4,0,22,5,8,9,3,0,1,1,6.9,2,4,6,3,6,5,3,None,70,0
56,Developer,HR,18,Startup,Remote,40,7,3,3,4,3,30,73,1,1,3,0,1,6,4.1,8,0,6,2,9,2,3,Wellness,36,1
53,HR,Finance,27,SME,Remote,39,7,1,15,8,0,35,36,1,10,5,1,0,9,4.9,8,2,4,10,8,8,0,None,83,0
28,Manager,Finance,25,MNC,Onsite,62,12,9,10,6,1,26,11,3,6,10,1,0,9,8.2,9,7,0,2,2,7,2,Scheduling,4,1
42,Analyst,Operations,9,SME,Onsite,36,13,9,6,7,1,35,107,9,4,6,0,0,4,6.6,2,4,12,8,3,4,5,Scheduling,75,0
41,Developer,Tech,3,Startup,Remote,44,10,5,14,9,3,22,80,9,1,1,1,1,7,6.1,1,5,8,8,8,5,2,None,20,0
47,Analyst,Finance,1,SME,Hybrid,55,5,4,16,3,2,37,90,1,2,4,1,0,10,8.5,9,4,14,3,3,10,4,None,83,1
25,Designer,Operations,2,SME,Onsite,40,15,5,14,2,1,2,1,4,10,10,1,1,1,4.4,3,3,1,4,5,10,3,None,4,0
43,Manager,Operations,6,Startup,Remote,56,14,4,9,3,2,29,52,8,4,10,1,0,10,8.6,10,1,14,5,9,2,6,Learning,22,1
36,Manager,Tech,15,Startup,Hybrid,36,15,5,3,8,1,31,24,2,1,6,0,1,9,4.1,2,4,3,9,2,9,1,Wellness,56,0
42,Developer,HR,30,MNC,Onsite,30,12,7,16,9,3,14,109,4,6,2,1,0,1,6.8,10,7,14,5,9,6,7,Wellness,70,0
36,Manager,Operations,9,MNC,Hybrid,39,11,8,3,10,0,37,107,7,1,10,0,1,9,6.8,2,1,14,6,10,9,1,Scheduling,64,0
43,Developer,Operations,18,MNC,Hybrid,50,17,2,10,5,2,10,27,7,9,5,0,0,6,7.2,2,0,9,7,5,8,3,Wellness,24,0
49,Developer,Operations,27,Startup,Onsite,44,17,4,3,8,0,1,44,5,10,9,0,0,10,4.1,8,0,9,2,9,1,1,Wellness,18,1
35,Analyst,HR,16,SME,Remote,59,13,8,11,7,3,25,36,7,3,3,0,1,7,6.7,3,7,1,4,4,9,5,Wellness,1,0
48,Manager,HR,27,SME,Hybrid,59,1,7,9,9,3,33,100,6,1,3,1,1,4,4.6,1,4,14,6,8,9,0,Learning,11,0
49,Developer,Tech,18,MNC,Remote,37,1,9,13,4,3,0,16,2,6,9,0,1,9,4.8,8,3,11,4,8,4,4,Scheduling,41,1
47,Analyst,Finance,22,MNC,Onsite,53,2,5,17,10,1,10,68,9,6,3,1,1,6,5.1,2,0,0,5,3,1,3,None,24,0
23,HR,HR,19,Startup,Hybrid,48,7,6,5,3,1,4,55,5,7,4,1,1,6,7.1,6,1,12,3,5,4,4,Wellness,95,1
46,Analyst,Finance,12,SME,Hybrid,32,10,8,4,9,1,25,57,2,7,9,0,0,10,6,8,4,14,2,10,6,0,Wellness,47,1
24,Analyst,Finance,12,MNC,Hybrid,44,11,5,1,8,1,5,82,6,10,4,0,0,6,4.4,10,6,0,1,1,4,1,Learning,81,1
29,Developer,HR,10,Startup,Hybrid,35,3,9,12,7,2,34,3,10,4,5,1,0,4,5.4,9,4,0,3,6,9,3,Scheduling,30,1
54,Designer,Operations,14,MNC,Hybrid,47,8,4,13,1,3,4,102,5,5,2,1,1,7,4.4,1,3,6,10,9,4,5,Wellness,57,0
56,Designer,Tech,16,Startup,Onsite,48,16,8,2,2,2,8,54,2,3,8,0,0,2,7.3,9,4,10,9,1,10,0,Learning,60,1
27,Designer,Finance,27,SME,Hybrid,59,15,3,10,9,1,27,48,10,6,9,0,0,2,6.8,8,2,11,1,2,8,0,None,43,0
44,Analyst,Operations,18,Startup,Onsite,42,16,5,3,5,0,18,106,10,7,10,1,0,6,6,6,1,8,8,7,2,6,Scheduling,8,0
46,Developer,HR,3,MNC,Remote,41,14,8,12,1,2,4,37,7,9,4,0,0,9,8.6,5,6,14,5,6,7,5,Wellness,20,0
40,Manager,Finance,21,MNC,Onsite,63,19,10,7,9,0,22,44,10,9,3,0,1,3,6.6,6,5,0,4,10,8,4,None,53,1
26,Analyst,Finance,21,SME,Hybrid,41,6,7,7,1,1,15,107,2,5,4,1,1,7,8.4,2,6,9,5,3,6,7,Wellness,70,0
32,Analyst,Finance,33,SME,Remote,53,9,1,12,8,2,6,29,7,4,7,1,0,9,6.9,3,2,5,7,2,10,3,Scheduling,12,0
33,Developer,Operations,32,MNC,Onsite,33,3,4,9,5,2,13,95,6,7,1,1,0,9,5.9,9,2,10,8,7,6,4,Learning,83,0
31,HR,Operations,32,MNC,Onsite,43,13,2,12,6,2,21,36,4,3,2,1,0,3,6.7,3,1,4,2,10,8,4,Wellness,12,0
29,Analyst,Operations,11,MNC,Onsite,46,13,2,12,1,0,8,55,4,4,10,1,0,1,4.8,10,4,13,6,10,3,0,Scheduling,51,1
45,HR,Finance,1,SME,Hybrid,32,13,7,16,2,1,22,26,6,9,5,1,0,2,7.4,7,7,2,4,5,2,7,Learning,27,1
49,HR,Finance,27,MNC,Hybrid,52,13,3,5,7,3,3,31,9,5,9,0,0,8,8.9,4,4,1,8,6,9,4,None,88,0
57,Designer,Tech,9,SME,Onsite,42,19,3,1,2,3,25,105,10,10,6,1,1,7,5.2,9,2,1,4,9,8,1,Wellness,45,1
58,Developer,Tech,21,MNC,Onsite,38,17,6,16,5,1,5,10,6,7,3,1,0,1,5.6,4,5,14,3,7,10,6,None,47,0
42,HR,Operations,16,Startup,Remote,50,14,6,11,9,2,30,104,6,2,3,1,0,3,6,10,1,1,5,4,5,6,Wellness,89,1
29,Developer,Operations,25,Startup,Hybrid,37,18,1,5,5,3,16,57,1,9,7,0,0,8,6.4,10,0,6,4,9,5,6,Scheduling,96,0
30,Designer,HR,2,MNC,Hybrid,46,12,1,4,3,2,8,76,5,5,3,0,0,7,7.6,6,1,3,5,3,6,1,None,39,0
36,Developer,Operations,6,Startup,Remote,45,11,6,4,6,1,26,34,1,5,10,1,0,5,4.7,2,5,6,9,4,6,0,Wellness,53,0
39,Analyst,Tech,7,SME,Onsite,45,18,7,8,7,0,5,16,9,4,3,1,0,3,5.5,7,2,13,3,10,2,6,Scheduling,26,1
41,HR,Tech,19,Startup,Onsite,57,18,9,2,10,2,5,29,10,8,10,0,0,7,6.7,3,1,9,2,3,7,7,Wellness,78,0
